countries,topics,section_title,enb_start_date,enb_short_title,subtype,actors,enb_url,enb_long_title,type,id,enb_end_date
"","","SBSTA Conclusions","04-Jun-14","SB 40","","","http://www.iisd.ca/vol12/enb12598e.html","Bonn Climate Change Conference - June 2014","","enb12598e_50","15-Jun-14"
"United States|Australia|Brazil|Germany|Canada|Burkina Faso|Slovenia|Saudi Arabia|Norway|China","","ARRANGEMENTS FOR INTERGOVERNMENTAL MEETINGS","06-Jun-03","SB-18","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12213e.html","18th Session of the Subsidiary Bodies","","enb12213e_3","06-Jun-03"
"","","PROGRAMME OF WORK","08-Jul-96","2nd COP FCCC","","","http://www.iisd.ca/vol12/1238000e.html","Second Conference of the Parties to the Framework Convention on Climate Change","","1238000e_12","19-Jul-96"
"Iceland|Brazil|Canada|India|Russian Federation|Norway|Japan|China|Australia|Saudi Arabia|Switzerland|Russia","","ANNEX I EMISSION REDUCTIONS:","02-Oct-09","AWGs","","Group of 77|African Group|European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12432e.html","Bangkok Climate Change Talks - 2009","working group","enb12432e_8","02-Oct-09"
"","","SBSTA Conclusions","28-Nov-11","COP17","","","http://www.iisd.ca/vol12/enb12534e.html","Durban Climate Change Conference - COP17/CMP7","","enb12534e_69","09-Dec-11"
"","","INTERNATIONAL TRANSACTION LOG:","12-Dec-08","COP/MOP3","","","http://www.iisd.ca/vol12/enb12351e.html","United Nations Climate Change Conference - Bali","","enb12351e_20","12-Dec-08"
"United Kingdom","IPCC Governance","REPORT OF THE MEETING","09-Apr-01","IPCC-17","","","http://www.iisd.ca/vol12/enb12165e.html","Seventeenth session of the Intergovernmental Panel on Climate Change (IPCC)","ipcc","enb12165e_1","09-Apr-01"
"United States|Saudi Arabia","National Communications & Inventories","TIME TO TALK","28-Jun-04","UNFCCC SB-20","","","http://www.iisd.ca/vol12/enb12242e.html","Twentieth Session of the Subsidiary Bodies to the UN Framework Convention on Climate Change","SBI/SBSTA","enb12242e_58","28-Jun-04"
"Turkey","","PROPOSAL BY TURKEY","12-Nov-01","COP-7","","","http://www.iisd.ca/vol12/enb12189e.html","Seventh Conference of the Parties to the UN Framework Convention on Climate Change","","enb12189e_34","12-Nov-01"
"","","Issues relating to reporting and review of Annex I greenhouse gas inventories","05-Jun-03","SB-18","","","http://www.iisd.ca/vol12/enb12212e.html","18th Session of the Subsidiary Bodies","","enb12212e_4","05-Jun-03"
"Dominica|Austria|Guyana|United Kingdom|Saint Lucia","","Plenary discussion","04-Mar-08","Workshop","","","http://www.iisd.ca/vol12/enb12355e.html","UNFCCC Expert Group Meeting on Methods and Tools and on Data and Observations under the Nairobi Work Programme on Impacts, Vulnerability and Adaptation to Climate Change (NWP)","","enb12355e_23","07-Mar-08"
"","","SBI Conclusions","16-Jun-03","SB-18","","","http://www.iisd.ca/vol12/enb12219e.html","18th Session of the Subsidiary Bodies","","enb12219e_41","16-Jun-03"
"France|Peru","","REPORT OF THE MEETINGS","01-Jun-15","SB 42","","","http://www.iisd.ca/vol12/enb12638e.html","Bonn Climate Change Conference - June 2015","WORKING GROUP","enb12638e_1","11-Jun-15"
"Uzbekistan|Canada|Japan|China|Australia|Saudi Arabia","","ORGANIZATIONAL MATTERS","17-Jun-02","SB-16","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12200e.html","Sixteenth Sessions of the Subsidiary Bodies","","enb12200e_3","17-Jun-02"
"Russia|India|Pakistan|Venezuela|United States|Japan|Grenada|Brazil|South Africa|Cuba|Colombia|Mexico|Tuvalu|United Kingdom|Australia|Singapore|Saudi Arabia|Egypt|Peru|Norway|Switzerland|China|New Zealand","Legal Status of Agreeements","AWG-LCA CONTACT GROUP","07-Oct-10","AWGs","groups","Environmental Integrity Group|European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12482e.html","Tianjin Climate Change Talks - October 2010","working group","enb12482e_8","07-Oct-10"
"United States|China","","MITIGATION","15-Dec-04","UNFCCC COP-10","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12257e.html","Tenth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12257e_1","15-Dec-04"
"Austria|Oman|Romania","","COP Conclusions","03-Dec-08","COP/MOP3","","","http://www.iisd.ca/vol12/enb12354e.html","United Nations Climate Change Conference - Bali","","enb12354e_23","15-Dec-08"
"","","IN THE CORRIDORS","19-Jul-01","COP-6 bis","corridors","","http://www.iisd.ca/vol12/enb12169e.html","SIXTH CONFERENCE OF THE PARTIES TO THE UN FRAMEWORK CONVENTION ON CLIMATE CHANGE RESUMED SESSION","","enb12169e_5","19-Jul-01"
"United Kingdom|Argentina","","AR5, PROGRESS REPORTS OF WORKING GROUPS I, II AND III:","10-May-11","IPCC-33","","","http://www.iisd.ca/vol12/enb12500e.html","Thirty-third Session of the Intergovernmental Panel on Climate Change (IPCC)","ipcc","enb12500e_15","13-May-11"
"Canada|Hungary|Venezuela|China|Switzerland|Turkey","","SUBSIDIARY BODY FOR IMPLEMENTATION","11-Jun-98","8th Session SBSTA & SBI, AG13 6","","Group of 77","http://www.iisd.ca/vol12/enb1284e.html","Eighth Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI)","SBI","enb1284e_1","11-Jun-98"
"India|United Kingdom|United States|Bolivia|Ghana|Brazil|Fiji|Indonesia|Guyana|Norway|China","","METHODOLOGICAL GUIDANCE FOR REDD","01-Dec-14","COP 20","","Coalition for Rainforest Nations|African Group|European Union","http://www.iisd.ca/vol12/enb12619e.html","Lima Climate Change Conference - December 2014","","enb12619e_57","14-Dec-14"
"Argentina|Marshall Islands|Syria|India|Qatar|Romania|Oman|Tanzania|Australia|Papua New Guinea|Saudi Arabia|Trinidad and Tobago|Slovenia|United Kingdom|Germany|Guinea|Singapore|Belgium|Finland|Namibia","UNFCCC Functioning","ORGANIZATIONAL MATTERS:","28-Nov-11","COP17","","","http://www.iisd.ca/vol12/enb12534e.html","Durban Climate Change Conference - COP17/CMP7","","enb12534e_2","09-Dec-11"
"","","Final Decision","18-Nov-11","IPCC-34","","","http://www.iisd.ca/vol12/enb12522e.html","Thirty-fourth Session of the Intergovernmental Panel on Climate Change (IPCC)","","enb12522e_12","19-Nov-11"
"","","SBI Conclusions","06-Jun-11","SB 34","","","http://www.iisd.ca/vol12/enb12513e.html","UN Climate Change Conference June 2011","","enb12513e_44","17-Jun-11"
"Chad|Brazil|Indonesia|Denmark|Ghana","","REPORT OF THE MEETINGS","21-Aug-08","AWGs","","","http://www.iisd.ca/vol12/enb12383e.html","Third session of the Ad Hoc Working Group on Long-term Cooperative Action and first part of the sixth session of the Ad Hoc Working Group on Further Commitments for Annex 1 Parties under the Kyoto Protocol to the UNFCCC","working group","enb12383e_1","27-Aug-08"
"India|Nepal|Norway|Congo|Bolivia|Paraguay","","REDUCING EMISSIONS FROM DEFORESTATION IN DEVELOPING COUNTRIES:","05-Jun-08","SB-28","","European Union","http://www.iisd.ca/vol12/enb12367e.html","Twenty-eighth Sessions of the UNFCCC Subsidiary Bodies, Second Session of the Ad Hoc Working Group Under the Convention, and fifth Session of the Ad Hoc Working Group Under the Kyoto Protocol","","enb12367e_16","05-Jun-08"
"","","WORKING GROUP II","15-Feb-95","11th Session of the INC","groups","","http://www.iisd.ca/vol12/1208000e.html","Eleventh Session of The INC for the Framework Convention on Climate Change (UNFCCC)","cop","1208000e_2","15-Feb-95"
"Russian Federation|Austria|Russia","Vulnerabilities and Impacts","Group 3: Promoting development and improvement","04-Mar-08","Workshop","","","http://www.iisd.ca/vol12/enb12355e.html","UNFCCC Expert Group Meeting on Methods and Tools and on Data and Observations under the Nairobi Work Programme on Impacts, Vulnerability and Adaptation to Climate Change (NWP)","","enb12355e_12","07-Mar-08"
"","Flexibility Mechanims","Overview","09-Apr-99","Tech. Work","","","http://www.iisd.ca/vol12/enb1298e.html","Technical Workshop on Mechanisms under the Kyoto Protocol","","enb1298e_1","15-Apr-99"
"","","PRIVILEGES AND IMMUNITIES:","25-May-06","UNFCCC SB 24","","","http://www.iisd.ca/vol12/enb12304e.html","Twenty-Fourth sessions of the Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI) of the UNFCCC and First session of the Ad Hoc Working Group on Further Commitments for Annex I Parties under the Kyoto Protocol (AWG) and related meetings","","enb12304e_5","25-May-06"
"Russia|Tuvalu|United States|Russian Federation|Japan|China","Extension of the Kyoto protocol","ANOTHER CLIFFHANGER, STARRING THE KYOTO PROTOCOL","03-Apr-11","AWGs","","Group of 77","http://www.iisd.ca/vol12/enb12499e.html","UN Climate Change Conference Bangkok - April 2011","","enb12499e_27","08-Apr-11"
"Indonesia","","OTHER MATTERS:","04-Jun-14","SB 40","","","http://www.iisd.ca/vol12/enb12598e.html","Bonn Climate Change Conference - June 2014","","enb12598e_47","15-Jun-14"
"Brazil","","CLOSING STATEMENTS:","03-Apr-11","AWGs","PLENARY","","http://www.iisd.ca/vol12/enb12499e.html","UN Climate Change Conference Bangkok - April 2011","","enb12499e_11","08-Apr-11"
"Canada|Jamaica|United States|Malaysia|Japan|Ghana|Germany|China","","TECHNOLOGY TRANSFER:","08-May-07","SB 26","","Group of 77","http://www.iisd.ca/vol12/enb12323e.html","Twenty-sixth sessions of the Subsidiary Bodies (SB 26) of the United Nations Framework Convention on Climate Change (UNFCCC)","","enb12323e_20","08-May-07"
"Sudan|Finland","","REVISION OF THE UNFCCC REPORTING GUIDELINES ON ANNUAL INVENTORIES FOR ANNEX I PARTIES:","28-Nov-11","COP17","","","http://www.iisd.ca/vol12/enb12534e.html","Durban Climate Change Conference - COP17/CMP7","","enb12534e_28","09-Dec-11"
"","","SBI conclusions","28-Jun-04","UNFCCC SB-20","","","http://www.iisd.ca/vol12/enb12242e.html","Twentieth Session of the Subsidiary Bodies to the UN Framework Convention on Climate Change","","enb12242e_44","28-Jun-04"
"Pakistan","","ORGANIZATIONAL MATTERS:","15-Nov-06","COP/MOP2","","Alliance of Small Island States","http://www.iisd.ca/vol12/enb12315e.html","UN Climate Change Conference – Nairobi 2006","","enb12315e_1","15-Nov-06"
"Germany","","Implementation of the Headquarters Agreement","17-Jun-04","UNFCCC SB-20","","","http://www.iisd.ca/vol12/enb12234e.html","Twentieth Session of the Subsidiary Bodies to the UN Framework Convention on Climate Change","","enb12234e_15","17-Jun-04"
"","","OTHER AGENDA ITEMS","02-Jun-15","SB 42","","","http://www.iisd.ca/vol12/enb12629e.html","Bonn Climate Change Conference - June 2015","","enb12629e_26","02-Jun-15"
"India|Pakistan|Bangladesh|Argentina|United States|Japan|Brazil|Indonesia|Timor-Leste|Canada|South Africa|Antigua and Barbuda|Cuba|Mexico|Turkey|Belarus|Ghana|Australia|Uganda|Maldives|Sierra Leone|Saudi Arabia|Egypt|Tanzania|Switzerland|China","Adaptation","Technology","04-Apr-08","AWGs","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12361e.html","First session of the Ad Hoc Working Group on Long-term Cooperative Action under the Convention (AWGLCA 1) and Fifth session of the Ad Hoc Working Group on Further Commitments for Annex I Parties under the Kyoto Protocol to the UNFCCC (AWG 5)","","enb12361e_1","04-Apr-08"
"Saudi Arabia|China","","METHODOLOGICAL ISSUES","07-Dec-03","UNFCCC COP-9","","Group of 77","http://www.iisd.ca/vol12/enb12227e.html","Ninth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12227e_10","07-Dec-03"
"Brazil|Kazakhstan|Belarus|Saint Lucia|Germany|Turkey|South Africa","","Clarification of the Text in Section G (Article 3.7ter) of the Doha Amendment to the Kyoto Protocol","01-Jun-15","SB 42","","","http://www.iisd.ca/vol12/enb12638e.html","Bonn Climate Change Conference - June 2015","","enb12638e_93","11-Jun-15"
"Brazil|Austria|India|Senegal|Jamaica|Norway|Japan|China|Chile|Tuvalu|Kuwait|Micronesia|Pakistan|Bolivia|Paraguay|Argentina","","HFCs","05-Dec-08","COP/MOP3","","European Union","http://www.iisd.ca/vol12/enb12345e.html","United Nations Climate Change Conference - Bali","","enb12345e_14","05-Dec-08"
"","","ADAPTATION:","06-Oct-10","AWGs","","","http://www.iisd.ca/vol12/enb12481e.html","Tianjin Climate Change Talks - October 2010","working group","enb12481e_9","06-Oct-10"
"Australia|China","","ANNEX I COMMUNICATIONS:","06-Nov-06","COP/MOP2","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12318e.html","UN Climate Change Conference – Nairobi 2006","","enb12318e_11","17-Nov-06"
"Canada|Nigeria|Norway|Niger|China","","SCCF","05-Dec-03","UNFCCC COP-9","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12225e.html","Ninth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12225e_6","05-Dec-03"
"Russia|Netherlands|Russian Federation|Saudi Arabia|United States|Morocco|France|Indonesia","","ARRANGEMENTS FOR INTERGOVERNMENTAL MEETINGS","19-Jun-00","SB-12","","","http://www.iisd.ca/vol12/enb12137e.html","TWELFTH SESSION OF THE SUBSIDIARY BODIES OF THE UNFCCC","SBI","enb12137e_20","19-Jun-00"
"United Kingdom|China|United States","","MITIGATION","25-May-05","UNFCCC SB 22","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12267e.html","United Nations Framework Convention on Climate Change: Twenty-Second Session of the Subsidiary Bodies","","enb12267e_13","25-May-05"
"Norway","","HCFC-22 facilities:","19-May-06","UNFCCC SB 24","","European Union","http://www.iisd.ca/vol12/enb12299e.html","Twenty-Fourth sessions of the Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI) of the UNFCCC and First session of the Ad Hoc Working Group on Further Commitments for Annex I Parties under the Kyoto Protocol (AWG) and related meetings","","enb12299e_21","19-May-06"
"Canada|Denmark|Iceland","","SINGLE PROJECT EMISSIONS","08-Nov-99","COP-5","","","http://www.iisd.ca/vol12/enb12123e.html","Fifth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12123e_26","08-Nov-99"
"","","AGRICULTURE AND LULUCF","10-Sep-04","UNFCCC Workshop","","","http://www.iisd.ca/vol12/enb12243e.html","United Nations Framework Convention on Climate Change (UNFCCC) workshop on emissions projections from Parties included in Annex I of the UNFCCC","","enb12243e_9","10-Sep-04"
"","","AWG-KP Conclusions","01-Dec-08","COP 14","","","http://www.iisd.ca/vol12/enb12395e.html","UN Climate Change Conference - Poznań","","enb12395e_99","12-Dec-08"
"","","OTHER MATTERS REFERRED TO THE COP BY THE SUBSIDIARY BODIES","15-Dec-03","UNFCCC COP-9","","","http://www.iisd.ca/vol12/enb12231e.html","Ninth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12231e_73","15-Dec-03"
"","","3rd Dialogue on Article 6 of the Convention","01-Jun-15","SB 42","","","http://www.iisd.ca/vol12/enb12638e.html","Bonn Climate Change Conference - June 2015","","enb12638e_50","11-Jun-15"
"","","ADMINISTRATIVE & FINANCIAL MATTERS","13-Jun-00","SB-12","","","http://www.iisd.ca/vol12/enb12133e.html","TWELFTH SESSION OF THE SUBSIDIARY BODIES OF THE UNFCCC","","enb12133e_7","13-Jun-00"
"Mali","","ORGANIZATIONAL MATTERS:","01-Dec-10","COP 16","","","http://www.iisd.ca/vol12/enb12489e.html","Cancún Climate Change Conference","sbsta","enb12489e_14","01-Dec-10"
"Brazil","","IN THE CORRIDORS","28-Nov-12","COP 18","corridors","","http://www.iisd.ca/vol12/enb12558e.html","Doha Climate Change Conference - November 2012","","enb12558e_12","28-Nov-12"
"","","REPORT OF THE ADAPTATION COMMITTEE:","08-Dec-14","COP 20","","","http://www.iisd.ca/vol12/enb12614e.html","Lima Climate Change Conference - December 2014","sbsta","enb12614e_4","08-Dec-14"
"United States|Bolivia|Iceland|South Africa|Guatemala|Singapore|Saudi Arabia|Egypt|Tanzania","","AWG-LCA WORKSHOP ON A SHARED VISION","04-Dec-08","COP 14","","African Group|European Union","http://www.iisd.ca/vol12/enb12388e.html","UN Climate Change Conference - Poznań","WORKING GROUP","enb12388e_1","04-Dec-08"
"","","AWG Conclusions","03-Dec-08","COP/MOP3","","","http://www.iisd.ca/vol12/enb12354e.html","United Nations Climate Change Conference - Bali","","enb12354e_101","15-Dec-08"
"India|Pakistan|Iran|Argentina|Marshall Islands|Japan|Indonesia|Mauritius|Georgia|Colombia|Niue|Bulgaria|Philippines|Uruguay|Saudi Arabia|Norway|Switzerland|New Zealand|Russia|Bangladesh|Venezuela|United States|Brazil|Kuwait|Canada|Myanmar|Niger|Benin|Oman|Russian Federation|Australia|Fiji|Maldives|United Arab Emirates|Costa Rica|Samoa|Nigeria|Micronesia","","CONSIDERATION OF THE SAR","08-Jul-96","2nd COP FCCC","","European Union","http://www.iisd.ca/vol12/1238000e.html","Second Conference of the Parties to the Framework Convention on Climate Change","","1238000e_4","19-Jul-96"
"","","INFORMAL CONSULTATIONS","31-Oct-01","COP-7","groups","","http://www.iisd.ca/vol12/enb12180e.html","Seventh Conference of the Parties to the UN Framework Convention on Climate Change","","enb12180e_16","31-Oct-01"
"China","","Development and Transfer of Technology:","08-Nov-99","COP-5","","Group of 77","http://www.iisd.ca/vol12/enb12123e.html","Fifth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12123e_48","08-Nov-99"
"Australia|Malaysia|Canada","","INTERNATIONAL ORGANIZATIONS","07-Jun-02","SB-16","","","http://www.iisd.ca/vol12/enb12194e.html","Sixteenth Sessions of the Subsidiary Bodies","","enb12194e_5","07-Jun-02"
"","","COP/MOP Decision on LULUCF - Principles, Rules, and Guidelines","28-Nov-05","UNFCCC COP 11 and COP/MOP 1","","","http://www.iisd.ca/vol12/enb12291e.html","Eleventh session of the Conference of the Parties to the Climate Change Convention and first meeting of the Parties to the Kyoto Protocol","","enb12291e_62","09-Dec-05"
